customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
C00023,Patricia,patricia23@email.com,Silver,0.0,2024-11-18,HS,1339430135,2020-09-04
C00024,Thomas,thomas24@email.com,Bronze,294.0,2021-05-25,NR,4744085559,2018-06-27
C00025,Richard,richard25@email.com,Gold,4302.0,2023-08-27,NR,9251163448,2018-10-22
C00026,Thomas,thomas26@email.com,Bronze,101.0,2021-05-04,HC,4425358202,2021-01-02
C00027,Oliver,oliver27@email.com,Bronze,464.0,2022-04-26,AR,4905807067,2020-04-29
C00028,Mia,mia28@email.com,Silver,663.0,2021-07-11,HS,4719739850,2018-04-05
C00029,Mia,mia29@email.com,Bronze,87.0,,NR,7323605071,2019-04-08
C00030,Harper,harper30@email.com,Gold,2366.0,2025-05-13,NR,7058659527,2019-04-21
C00031,William,,Silver,1395.0,2021-11-11,LP,6039003857,2021-11-11
C00032,Jessica,jessica32@email.com,Bronze,316.0,2022-02-27,LP,8105561139,2020-09-07
C00033,Mary,mary33@email.com,Bronze,237.0,2022-08-31,NR,8328355410,2021-10-24
C00034,Mia,mia34@email.com,Bronze,17.0,2021-05-31,HS,9615195637,2021-02-06
C00035,Karen,karen35@email.com,Bronze,222.0,2023-05-28,NR,8629739692,2020-10-02
C00036,John,john36@email.com,Bronze,182.0,2022-06-05,HS,2587231035,2019-09-14
C00037,Ava,ava37@email.com,Platinum,8057.0,2022-05-23,LP,8057337911,2020-08-13
C00038,Elijah,elijah38@email.com,Bronze,369.0,2024-10-12,LP,,2018-07-25
C00039,Elizabeth,elizabeth39@email.com,Silver,1669.0,2023-09-01,LP,2132614912,2018-02-02
C00040,Isabella,,Bronze,406.0,2024-08-09,NR,3139244416,2017-12-27
C00041,Susan,susan41@email.com,Bronze,326.0,2023-03-25,LP,6447464782,2021-07-11
C00042,Mia,mia42@email.com,Bronze,165.0,2025-06-05,AR,7148432510,2020-12-26
C00043,Harper,harper43@email.com,Bronze,353.0,2021-09-07,HC,3911273509,2018-11-02
C00044,Evelyn,evelyn44@email.com,Bronze,88.0,2020-06-13,HC,6965191903,2018-09-19
C00045,John,john45@email.com,Silver,523.0,2024-09-21,HS,1576610127,2021-05-21
C00046,Elizabeth,elizabeth46@email.com,Silver,1474.0,2023-06-24,NR,7897591477,2021-09-09
C00047,William,william47@email.com,Silver,730.0,2023-09-05,NR,5044290000,2021-06-11
C00048,David,david48@email.com,Silver,997.0,2020-04-05,NR,5523446428,
C00049,Liam,,Bronze,269.0,2019-04-12,NR,3089778944,2018-01-12
C00050,Evelyn,,Bronze,161.0,2024-12-11,HS,,2018-01-06
C00051,Mary,mary51@email.com,Silver,626.0,2024-03-31,HS,,2019-02-11
C00052,Mia,mia52@email.com,Bronze,297.0,2021-08-12,AR,7944815608,2020-05-08
C00053,Amelia,amelia53@email.com,Gold,3695.0,2023-11-03,NR,6783651604,2017-12-19
C00054,Mary,mary54@email.com,Bronze,332.0,2021-06-19,LP,,2020-11-13
C00055,Charlotte,,Bronze,166.0,2022-01-31,LP,5224733840,2021-01-01
C00056,Sophia,sophia56@email.com,Silver,1562.0,2025-02-04,HS,6859995261,2021-09-08
C00057,Harper,harper57@email.com,Bronze,57.0,2019-07-30,HC,,2019-01-10
C00058,Barbara,barbara58@email.com,Bronze,185.0,2023-03-25,HC,5652512963,2019-08-09
C00059,John,john59@email.com,Silver,870.0,2023-02-23,AR,7753518087,
C00060,Noah,,Bronze,285.0,2020-07-27,AR,3434638539,2020-07-02
C00061,John,john61@email.com,Bronze,494.0,2022-03-04,HS,1891822609,2018-04-05
C00062,Sophia,sophia62@email.com,Bronze,292.0,2023-11-12,HS,1665912917,2020-03-30
C00063,Charles,charles63@email.com,Gold,3189.0,2024-11-03,NR,6886936673,2018-01-22
C00064,Susan,susan64@email.com,Silver,1163.0,2019-09-27,NR,,2018-06-01
C00065,Barbara,barbara65@email.com,Platinum,11782.0,2025-08-21,HC,5908960796,2018-09-24
C00066,Mary,mary66@email.com,Silver,883.0,2021-08-28,NR,9146932348,2018-02-13
C00067,Jennifer,jennifer67@email.com,Bronze,463.0,2020-07-05,LP,4094626225,2020-02-27
C00068,Elizabeth,elizabeth68@email.com,Silver,678.0,2022-06-19,HS,6283226624,2018-12-26
C00069,Karen,karen69@email.com,Bronze,52.0,2021-09-23,NR,3935641409,2018-03-24
C00070,David,david70@email.com,Silver,1713.0,2021-02-23,LP,5541851044,2017-12-21
C00071,Jennifer,jennifer71@email.com,Gold,2916.0,2023-11-24,NR,2342558874,2020-03-03
C00072,Olivia,olivia72@email.com,Silver,1962.0,2021-10-12,HS,1302096646,2019-09-22
C00073,Charlotte,charlotte73@email.com,Bronze,88.0,2024-02-07,HC,5937439371,2018-12-07
C00074,Emma,emma74@email.com,Silver,784.0,2024-08-06,HS,5152167822,2021-04-12
C00075,Charles,charles75@email.com,Bronze,298.0,,LP,7976311628,2018-03-20
C00076,Patricia,,Bronze,339.0,2020-12-20,HC,2125734685,2020-04-09
C00077,William,,Bronze,476.0,2024-07-30,HC,8389165493,2019-11-26
C00078,Barbara,,Bronze,297.0,2023-09-17,AR,8484972005,2019-05-26
C00079,Jennifer,jennifer79@email.com,Bronze,463.0,2022-02-06,LP,7452309997,2018-12-20
C00080,Karen,karen80@email.com,Bronze,401.0,2023-07-06,NR,5843836678,2020-04-08
C00081,Barbara,barbara81@email.com,Silver,815.0,2020-07-23,LP,4783942713,2020-06-24
C00082,David,david82@email.com,Bronze,194.0,2024-04-16,NR,7575435820,2020-08-02
C00083,Harper,harper83@email.com,Bronze,50.0,2019-08-13,LP,1422633502,2019-06-26
C00084,Richard,richard84@email.com,Silver,895.0,2024-09-05,HS,,2020-07-25
C00085,Linda,linda85@email.com,Platinum,6240.0,2020-09-02,NR,2337307535,2018-03-29
C00086,Emma,emma86@email.com,Silver,1304.0,2025-07-11,AR,1637422301,2018-01-15
C00087,Michael,michael87@email.com,Silver,1045.0,2021-12-13,LP,1742181322,2019-07-03
C00088,Mia,mia88@email.com,Bronze,205.0,2024-07-13,HS,,2019-01-12
C00089,Charles,,Gold,2146.0,2020-11-30,HC,4934204501,2020-01-06
C00090,Karen,karen90@email.com,Silver,1598.0,2020-06-12,HS,1161621473,2019-09-28
C00091,Liam,liam91@email.com,Silver,717.0,2023-11-14,HC,,2021-02-16
C00092,Mia,mia92@email.com,Bronze,356.0,2023-03-04,AR,2406395382,2020-10-13
C00093,Sophia,,Bronze,105.0,2022-06-10,LP,1061121198,2021-09-10
C00094,Barbara,barbara94@email.com,Silver,1605.0,2024-05-13,AR,,2020-12-10
C00095,Liam,liam95@email.com,Silver,860.0,2021-06-19,NR,1557110145,2020-11-01
C00096,Emma,emma96@email.com,Silver,1392.0,2022-11-03,LP,3352847722,2021-07-10
C00097,Richard,richard97@email.com,Bronze,309.0,2021-05-10,HC,2301538457,2019-10-30
C00098,Jennifer,jennifer98@email.com,Gold,4423.0,2024-11-17,HS,3218943827,2018-09-06
C00099,Oliver,oliver99@email.com,Platinum,15610.0,2021-11-24,NR,9172644153,2021-09-03
C00100,Mary,mary100@email.com,Bronze,271.0,2024-12-15,NR,8207800818,2021-01-05
C00101,Susan,susan101@email.com,Silver,1827.0,2024-07-26,AR,8531919587,2018-06-27
C00102,Liam,liam102@email.com,Silver,1426.0,2022-09-20,HS,8194519758,2020-01-17
C00103,Harper,harper103@email.com,Gold,2458.0,2024-11-29,AR,9282101048,2018-12-09
C00104,William,william104@email.com,Bronze,402.0,2018-08-28,HC,1215890840,2018-05-28
C00105,William,william105@email.com,Bronze,274.0,2024-07-23,AR,3329124251,2019-06-05
C00106,William,william106@email.com,Platinum,0.0,2021-06-30,LP,8241581986,2021-04-07
C00107,Oliver,oliver107@email.com,Platinum,6914.0,2021-01-25,AR,3963467651,2021-01-17
C00108,Richard,richard108@email.com,Bronze,309.0,2023-03-26,NR,,2021-05-27
C00109,Isabella,,Bronze,373.0,2022-09-13,HC,5562469661,2017-11-27
C00110,Elijah,elijah110@email.com,Bronze,95.0,2022-04-12,LP,8747304414,2021-02-11
C00111,Evelyn,evelyn111@email.com,Bronze,252.0,2023-08-20,NR,4078927925,2020-03-24
C00112,Liam,liam112@email.com,Gold,3718.0,2023-08-22,HS,,2018-10-01
C00113,Barbara,barbara113@email.com,Silver,526.0,2019-10-24,LP,4306305130,2018-12-14
C00114,Oliver,oliver114@email.com,Bronze,8.0,2021-07-31,NR,7289818990,2021-01-03
C00115,Olivia,olivia115@email.com,Silver,728.0,2025-04-22,LP,2214730545,2019-06-11
C00116,Oliver,oliver116@email.com,Silver,559.0,2021-07-02,NR,,2021-04-26
C00117,Oliver,oliver117@email.com,Bronze,0.0,2023-12-02,HC,1692662717,2019-12-21
C00118,Barbara,barbara118@email.com,Silver,1239.0,2023-05-15,HS,4637368883,2019-04-05
C00119,Evelyn,evelyn119@email.com,Bronze,91.0,,HS,5544789527,2019-02-25
C00120,Mia,mia120@email.com,Bronze,391.0,2019-12-11,NR,2722085660,2018-12-28
C00121,Mia,mia121@email.com,Bronze,13.0,2022-10-19,NR,5652812554,2018-04-24
C00122,Robert,robert122@email.com,Bronze,220.0,2025-06-03,LP,5774387852,2018-06-08
C00123,John,john123@email.com,Bronze,292.0,2024-10-09,AR,8233753883,2019-10-24
C00124,Unknown,sophia124@email.com,Bronze,49.0,2022-09-05,LP,,2019-09-23
C00125,Karen,karen125@email.com,Bronze,356.0,2020-12-13,NR,,2018-03-19
C00126,Michael,michael126@email.com,Bronze,403.0,2023-02-05,AR,4449333769,2018-09-21
C00127,Mia,mia127@email.com,Platinum,13268.0,2023-04-27,HC,8342589366,2021-08-27
C00128,Oliver,oliver128@email.com,Bronze,314.0,2024-02-09,HC,1199660803,2019-08-07
C00129,Evelyn,evelyn129@email.com,Bronze,351.0,2024-07-06,HS,4078304611,2021-08-02
C00130,Karen,karen130@email.com,Silver,1979.0,2023-02-21,NR,,2021-10-07
C00131,Robert,robert131@email.com,Silver,1688.0,2023-03-18,NR,7732515088,2021-06-14
C00132,Emma,emma132@email.com,Silver,1592.0,2022-10-01,NR,8664958384,2021-06-01
C00133,Elizabeth,elizabeth133@email.com,Platinum,16478.0,2022-01-08,HS,1211584005,2019-04-05
C00134,James,james134@email.com,Bronze,392.0,2025-05-27,NR,3616048065,2020-08-05
C00135,Olivia,olivia135@email.com,Silver,0.0,2024-06-12,LP,9443690114,2019-03-02
C00136,Karen,karen136@email.com,Bronze,423.0,2021-03-05,HS,6283182597,2021-02-27
C00137,Joseph,,Gold,2364.0,2023-02-08,HC,7264837070,2020-11-25
C00138,Evelyn,evelyn138@email.com,Silver,1079.0,2023-11-08,AR,3084196800,2018-12-22
C00139,Thomas,thomas139@email.com,Bronze,305.0,2021-04-06,HS,6968686718,2021-02-07
C00140,John,,Gold,2367.0,2023-03-31,AR,,2020-08-09
C00141,Noah,noah141@email.com,Platinum,13049.0,2020-08-28,LP,5405746702,2020-03-01
C00142,John,john142@email.com,Bronze,47.0,2021-05-23,AR,2189303225,2021-02-01
C00143,Unknown,susan143@email.com,Gold,3614.0,2023-07-20,HS,6844029442,2020-05-23
C00144,Liam,liam144@email.com,Bronze,108.0,2021-03-22,NR,1056526866,2021-01-22
C00145,Sophia,sophia145@email.com,Bronze,251.0,2025-10-12,NR,8897692721,2021-08-11
C00146,Michael,michael146@email.com,Bronze,262.0,2020-01-04,AR,4978993331,2018-07-16
C00147,Elijah,elijah147@email.com,Gold,2195.0,2019-08-29,HC,5472328472,2017-12-02
C00148,Thomas,thomas148@email.com,Bronze,370.0,2024-03-02,HC,1162911520,2019-07-16
C00149,Jennifer,jennifer149@email.com,Bronze,308.0,2022-02-07,HC,,2020-01-03
C00150,Karen,karen150@email.com,Silver,1603.0,2025-11-19,LP,,2018-02-22
C00151,Unknown,elizabeth151@email.com,Bronze,212.0,2019-10-19,HC,1208541631,2019-07-22
C00152,Noah,noah152@email.com,Bronze,59.0,2020-09-14,NR,,2020-04-16
C00153,Richard,richard153@email.com,Bronze,481.0,2019-09-16,LP,7016690043,2019-06-23
C00154,Jennifer,jennifer154@email.com,Bronze,182.0,2024-07-01,HC,7209257506,2021-01-05
C00155,Joseph,joseph155@email.com,Bronze,25.0,2023-06-16,LP,4486959954,2021-07-25
C00156,Michael,michael156@email.com,Silver,1825.0,2021-11-21,HS,7452980707,2021-04-19
C00157,James,james157@email.com,Silver,967.0,2024-02-13,LP,6173873296,2019-06-17
C00158,Harper,,Gold,4353.0,2023-01-30,HC,1712422342,2019-01-10
C00159,Karen,karen159@email.com,Gold,3811.0,2024-01-29,LP,9465693941,2019-07-28
C00160,Unknown,olivia160@email.com,Bronze,132.0,2021-03-05,LP,6325763519,2020-03-25
C00161,Isabella,isabella161@email.com,Bronze,480.0,2025-05-28,HC,,2021-04-20
C00162,William,william162@email.com,Silver,766.0,2023-06-08,NR,4359664623,2020-03-30
C00163,Thomas,thomas163@email.com,Silver,1583.0,2025-06-25,LP,8059213136,2019-08-31
C00164,Linda,linda164@email.com,Bronze,301.0,2024-03-04,NR,6855858523,2021-01-15
C00165,Noah,,Gold,2567.0,2021-09-26,LP,1458005748,2020-09-17
C00166,Charlotte,charlotte166@email.com,Bronze,63.0,2025-03-01,HC,1468433920,2021-01-31
C00167,Liam,,Silver,1156.0,2024-10-26,NR,6444015593,2021-08-16
C00168,Charlotte,,Bronze,30.0,2023-09-12,HS,1932923417,2021-10-16
C00169,Elizabeth,elizabeth169@email.com,Bronze,162.0,2024-08-15,LP,9473029477,2020-04-01
C00170,Mary,mary170@email.com,Gold,3004.0,2020-12-27,HC,3523106737,2018-05-15
C00171,Charles,charles171@email.com,Platinum,17110.0,2024-07-08,HS,5935585262,2021-11-30
C00172,Sarah,sarah172@email.com,Bronze,107.0,2025-11-20,HS,9216340253,2021-03-26
C00173,Liam,,Gold,4753.0,2024-10-17,LP,6699203667,2021-03-04
C00174,James,james174@email.com,Bronze,113.0,2024-04-01,NR,1094716501,2019-11-30
C00175,Mia,mia175@email.com,Bronze,291.0,2021-07-02,NR,2744250925,2019-02-27
C00176,Thomas,,Platinum,5712.0,2018-05-18,NR,5371870113,2018-02-13
C00177,Mia,mia177@email.com,Bronze,245.0,2023-12-20,NR,,2018-12-08
C00178,Liam,liam178@email.com,Bronze,31.0,2022-11-08,HS,4419718700,2020-01-18
C00179,Amelia,amelia179@email.com,Bronze,219.0,2024-01-20,NR,4017399761,2021-07-29
C00180,Olivia,,Bronze,95.0,2018-06-04,HS,8302133208,2018-02-18
C00181,Ava,ava181@email.com,Silver,1645.0,2023-07-13,AR,2508877301,2018-08-23
C00182,Olivia,olivia182@email.com,Silver,1515.0,2020-08-02,NR,5786555698,2018-05-01
C00183,Jessica,jessica183@email.com,Silver,898.0,2023-03-31,NR,9267306753,2020-08-18
C00184,Barbara,barbara184@email.com,Bronze,56.0,2022-11-14,LP,9675126595,2021-10-03
C00185,Amelia,amelia185@email.com,Gold,2774.0,2021-10-02,AR,2334181650,2019-11-01
C00186,William,william186@email.com,Silver,1562.0,2025-02-24,NR,3142365794,2021-08-15
C00187,Mia,mia187@email.com,Bronze,130.0,2024-10-04,HS,3124683039,2019-03-19
C00188,John,john188@email.com,Bronze,42.0,2022-12-15,HC,5788256240,2019-01-05
C00189,Linda,linda189@email.com,Bronze,366.0,2025-07-25,HS,3016523752,2020-05-15
C00190,Mia,mia190@email.com,Bronze,300.0,2024-12-13,LP,1128918912,2020-05-04
C00191,Amelia,amelia191@email.com,Gold,3716.0,2023-03-13,HC,5601505062,2021-06-10
C00192,John,john192@email.com,Silver,1123.0,2018-11-21,HC,4387557976,2018-08-18
C00193,Barbara,barbara193@email.com,Bronze,56.0,2024-10-27,HS,3104909752,2018-01-21
C00194,Karen,karen194@email.com,Gold,3011.0,2021-06-29,LP,7186206200,2020-10-06
C00195,Charles,charles195@email.com,Silver,1849.0,2019-02-17,LP,9625990361,2018-09-10
C00196,David,david196@email.com,Gold,3679.0,2023-01-07,HC,1684644931,2021-09-04
C00197,Evelyn,evelyn197@email.com,Silver,996.0,2022-03-07,LP,,2021-10-09
C00198,Michael,michael198@email.com,Gold,3810.0,2021-12-21,HC,,2021-01-06
C00199,Sophia,sophia199@email.com,Gold,2787.0,2025-04-21,HS,1497331646,2017-11-26
C00200,John,john200@email.com,Silver,0.0,2020-01-29,NR,6754180079,2018-03-13
C00201,Sarah,sarah201@email.com,Silver,694.0,2021-01-21,LP,3237897060,2020-09-08
C00202,Emma,emma202@email.com,Bronze,158.0,2019-07-10,AR,1188531486,2018-01-12
C00203,Charles,charles203@email.com,Bronze,147.0,2022-05-10,NR,3438444490,2021-08-02
C00204,Jessica,jessica204@email.com,Bronze,480.0,2023-10-16,HC,9937400271,2020-10-07
C00205,Amelia,amelia205@email.com,Silver,1236.0,2022-02-05,LP,3508113821,2020-10-10
C00206,Liam,,Silver,647.0,2023-05-13,AR,8776037049,2018-07-03
C00207,Oliver,oliver207@email.com,Bronze,197.0,2020-11-17,LP,5257621123,2020-11-09
C00208,Isabella,isabella208@email.com,Silver,1432.0,2025-09-06,AR,8535140479,2019-12-20
C00209,Jennifer,jennifer209@email.com,Bronze,195.0,2020-01-06,HS,7002348021,2018-03-16
C00210,Sarah,sarah210@email.com,Gold,2698.0,2022-07-28,AR,,2018-09-17
C00211,Harper,harper211@email.com,Gold,2326.0,2023-09-20,NR,8674065690,2020-11-25
C00212,Noah,noah212@email.com,Bronze,136.0,2025-01-14,NR,,2021-10-03
C00213,Olivia,olivia213@email.com,Silver,784.0,,HC,7817685239,2020-01-13
C00214,Liam,,Bronze,313.0,2020-10-14,LP,,2017-12-31
C00215,Charles,charles215@email.com,Silver,736.0,2019-02-15,AR,9979466397,2017-12-31
C00216,Mary,mary216@email.com,Bronze,46.0,2019-03-23,AR,8845703624,2018-03-22
C00217,Sophia,sophia217@email.com,Silver,737.0,2019-04-11,NR,7698331010,2018-07-21
C00218,Richard,richard218@email.com,Bronze,428.0,2018-09-14,AR,4733119085,2018-09-08
C00219,John,john219@email.com,Silver,1182.0,2025-04-16,AR,2265587772,2021-02-07
C00220,Mia,mia220@email.com,Gold,4852.0,2022-08-18,HC,2631361814,2021-08-17
C00221,Patricia,patricia221@email.com,Silver,1678.0,2022-12-31,AR,2673307889,2021-03-09
C00222,Michael,michael222@email.com,Gold,4817.0,2021-05-31,LP,2209647567,2019-07-12
C00223,Evelyn,evelyn223@email.com,Bronze,293.0,2025-07-18,HS,7688467845,2018-02-28
C00224,Amelia,amelia224@email.com,Bronze,275.0,2023-01-22,HS,8304101936,2020-11-27
C00225,Barbara,,Gold,4073.0,2024-06-13,AR,5576273013,2020-10-04
C00226,John,john226@email.com,Bronze,50.0,2018-03-26,NR,7749960751,2018-03-26
C00227,Susan,susan227@email.com,Gold,3041.0,2022-10-21,AR,,2021-02-15
C00228,Richard,richard228@email.com,Silver,725.0,2025-01-20,NR,6233752186,2021-07-11
C00229,Elizabeth,,Silver,1583.0,2023-08-17,NR,4864728326,2019-11-20
C00230,David,david230@email.com,Gold,2584.0,2019-08-16,HS,9259920146,2018-07-07
C00231,Jessica,jessica231@email.com,Silver,678.0,2022-06-27,NR,5496939158,2018-05-03
C00232,Jessica,jessica232@email.com,Bronze,263.0,2019-04-03,HC,8615795781,2018-05-13
C00233,James,james233@email.com,Silver,1251.0,2019-10-20,HS,3509860239,2019-08-25
C00234,Linda,linda234@email.com,Bronze,491.0,2021-09-15,HS,9712977453,2019-10-18
C00235,James,james235@email.com,Bronze,63.0,2023-12-06,NR,1056867356,2018-06-16
C00236,Isabella,isabella236@email.com,Bronze,101.0,2021-10-14,AR,9315521152,2020-07-08
C00237,Richard,richard237@email.com,Bronze,379.0,2020-06-01,HS,2218064807,2020-01-24
C00238,Oliver,,Bronze,373.0,2022-07-05,HS,,2021-10-20
C00239,Amelia,amelia239@email.com,Silver,893.0,2020-10-06,HC,8179427765,2017-12-28
C00240,Karen,karen240@email.com,Bronze,458.0,2023-10-07,NR,,2021-08-20
C00241,Sarah,sarah241@email.com,Bronze,380.0,2022-06-30,NR,6037099881,2020-02-13
C00242,Jennifer,jennifer242@email.com,Silver,1202.0,2021-07-20,AR,2231688519,2020-05-16
C00243,Charlotte,charlotte243@email.com,Bronze,11.0,2021-04-21,AR,9736827390,2021-01-22
C00244,Richard,richard244@email.com,Silver,827.0,2019-06-06,HS,9919614893,2018-09-30
C00245,Elijah,elijah245@email.com,Silver,605.0,2024-02-25,AR,3742998223,2019-01-17
C00246,Isabella,isabella246@email.com,Bronze,90.0,2025-07-20,NR,3703241630,2021-11-30
C00247,Sophia,sophia247@email.com,Silver,1987.0,2019-11-04,LP,7184458774,2018-08-26
C00248,Barbara,barbara248@email.com,Bronze,465.0,2023-06-24,HC,,2020-11-26
C00249,Sophia,,Bronze,277.0,2025-03-27,HS,7591733836,2021-11-08
C00250,David,david250@email.com,Gold,2918.0,,AR,6565487177,2019-03-25
C00251,Sophia,sophia251@email.com,Gold,2347.0,2022-11-05,AR,6033844728,2020-04-24
C00252,Elizabeth,elizabeth252@email.com,Silver,804.0,2022-01-28,AR,3936844941,2020-01-17
C00253,Amelia,amelia253@email.com,Bronze,483.0,2019-12-29,LP,2304051311,2019-03-29
C00254,Joseph,joseph254@email.com,Bronze,30.0,2024-11-19,AR,,2018-11-25
C00255,Charlotte,charlotte255@email.com,Gold,2302.0,2025-10-17,AR,2412966890,2021-02-10
C00256,Robert,,Bronze,6.0,2021-06-15,HS,8834060575,2019-11-15
C00257,Mia,mia257@email.com,Bronze,64.0,2023-10-08,HS,6675329433,2020-12-12
C00258,Robert,robert258@email.com,Silver,1187.0,,HC,7577796448,2020-11-21
C00259,Karen,karen259@email.com,Bronze,182.0,2024-01-30,HC,,2020-09-25
C00260,Michael,michael260@email.com,Platinum,15255.0,2023-09-20,AR,,2019-09-24
C00261,David,david261@email.com,Silver,1898.0,2019-10-31,HC,7239779300,2018-04-03
C00262,Noah,,Silver,1955.0,2024-03-30,LP,4162462431,2021-01-24
C00263,Noah,noah263@email.com,Gold,4795.0,2021-01-06,HS,9773163996,2019-06-11
C00264,James,james264@email.com,Gold,2446.0,2024-06-21,LP,6837698813,2020-07-19
C00265,Emma,emma265@email.com,Bronze,396.0,2023-01-20,NR,8598989636,2020-10-20
C00266,Mary,mary266@email.com,Bronze,132.0,2021-08-29,LP,7503954562,2019-04-08
C00267,Charlotte,charlotte267@email.com,Bronze,315.0,2022-02-05,NR,8138328019,
C00268,Emma,emma268@email.com,Bronze,96.0,2021-01-01,AR,6331061687,2019-05-08
C00269,Richard,,Bronze,180.0,2022-08-29,NR,,2020-09-16
C00270,Barbara,barbara270@email.com,Bronze,8.0,2023-07-04,LP,3918339925,2020-12-07
C00271,Harper,harper271@email.com,Bronze,237.0,2024-07-13,LP,9728057182,
C00272,Sarah,sarah272@email.com,Silver,1728.0,2022-05-01,HC,,2019-10-27
C00273,Richard,richard273@email.com,Platinum,18126.0,2023-09-06,HC,6918199144,2020-07-25
C00274,David,david274@email.com,Gold,2534.0,2021-04-27,NR,,2018-05-28
C00275,Jessica,jessica275@email.com,Bronze,54.0,2020-09-30,AR,3661868201,2018-04-06
C00276,Susan,,Gold,2041.0,2023-03-15,HC,1759162405,2019-02-24
C00277,Liam,,Platinum,8554.0,,HS,,2021-04-06
C00278,Richard,richard278@email.com,Bronze,143.0,2022-09-17,HC,4018835693,2021-03-18
C00279,Harper,harper279@email.com,Bronze,0.0,2024-10-24,NR,7372804542,2020-10-07
C00280,Unknown,mary280@email.com,Bronze,109.0,2024-04-01,AR,2907001957,2018-04-21
C00281,Elijah,elijah281@email.com,Silver,595.0,2022-12-09,HS,9262255341,2019-10-05
C00282,Jessica,jessica282@email.com,Silver,642.0,2022-03-19,LP,9761077963,2018-07-20
C00283,Mia,mia283@email.com,Silver,958.0,2022-02-27,NR,1487598940,2020-05-19
C00284,Jennifer,jennifer284@email.com,Bronze,313.0,2024-12-29,AR,6501082902,2020-02-10
C00285,Emma,emma285@email.com,Bronze,47.0,2023-10-26,HS,5238495720,2018-08-26
C00286,Susan,susan286@email.com,Silver,1141.0,2024-04-04,LP,3171220253,2020-07-24
C00287,Joseph,joseph287@email.com,Gold,3888.0,2020-04-10,AR,,
C00288,Liam,liam288@email.com,Bronze,195.0,2021-06-08,NR,6632410406,2019-05-04
C00289,Noah,,Bronze,366.0,2024-04-05,AR,,2020-12-06
C00290,David,david290@email.com,Bronze,161.0,2021-01-18,NR,7105831479,2018-01-16
C00291,Amelia,amelia291@email.com,Silver,535.0,2021-03-13,AR,1783864292,2021-02-15
C00292,Michael,michael292@email.com,Bronze,396.0,2025-03-20,HC,6026885129,2020-12-25
C00293,Mary,mary293@email.com,Silver,1808.0,2024-04-02,HC,2456992727,2020-05-29
C00294,Ava,ava294@email.com,Bronze,177.0,2025-04-23,LP,3826189583,2019-05-27
C00295,Elijah,elijah295@email.com,Silver,1381.0,2023-09-17,HS,,2021-02-04
C00296,Oliver,oliver296@email.com,Silver,1889.0,2023-02-18,HS,1885541070,2019-12-16
C00297,Amelia,amelia297@email.com,Bronze,400.0,2023-09-17,AR,7994347166,2020-03-24
C00298,Ava,ava298@email.com,Silver,1548.0,2021-07-17,HC,,2018-01-11
C00299,William,,Gold,3972.0,2025-11-08,HS,,2021-08-15
C00300,Patricia,patricia300@email.com,Bronze,1908.0,2023-11-13,AR,6073288458,2018-02-20
C00301,Susan,susan301@email.com,Bronze,224.0,2024-02-27,LP,5001933705,2021-03-30
C00302,Jessica,jessica302@email.com,Bronze,213.0,2022-11-01,NR,5879060889,2021-10-19
